"","OCC_CODE","OCC_TITLE","max_State","max_Wage","min_State","min_Wage","max_adj_State","max_adj_Wage","min_adj_State","min_adj_Wage"
"1","00-0000","All Occupations","District of Columbia",66040,"Mississippi",29000,"District of Columbia",55916.068,"Florida",32099.471
"2","11-0000","Management Occupations","District of Columbia",130170,"Mississippi",68190,"Delaware",118612.004,"Hawaii",68204.892
"3","11-1011","Chief Executives","District of Columbia",186370,"Mississippi",96680,"Georgia",197160.06,"Idaho",103847.193
"4","11-1021","General and Operations Managers","New Jersey",140770,"Idaho",65920,"New Jersey",122948.518,"Idaho",70580.544
"5","11-1031","Legislators","New York",87430,"Arkansas",17530,"New York",75565.749,"New Hampshire",16949.198
"6","11-2011","Advertising and Promotions Managers","New York",172970,"West Virginia",47290,"New York",149497.971,"West Virginia",53196.521
"7","11-2021","Marketing Managers","New York",174810,"Mississippi",74730,"New York",151088.283,"Hawaii",74583.582
"8","11-2022","Sales Managers","New York",172650,"Hawaii",67950,"Delaware",150105.13,"Hawaii",58178.79
"9","11-2031","Public Relations and Fundraising Managers","New York",140740,"Mississippi",61970,"Delaware",133529.284,"Hawaii",69026.844
"10","11-3011","Administrative Services Managers","New Jersey",112320,"Mississippi",57670,"Florida",101666.825,"Hawaii",55327.644
"11","11-3021","Computer and Information Systems Managers","California",153810,"Mississippi",79920,"Virginia",148008.195,"Hawaii",85149.09
"12","11-3031","Financial Managers","New York",165630,"Mississippi",79630,"New York",143154.009,"Hawaii",75234.294
"13","11-3051","Industrial Production Managers","Wyoming",117530,"Hawaii",73550,"Wyoming",122172.435,"Hawaii",62973.51
"14","11-3061","Purchasing Managers","Delaware",140880,"Idaho",74360,"Delaware",138259.632,"Hawaii",77263.488
"15","11-3071","Transportation, Storage, and Distribution Managers","Delaware",130320,"Idaho",61280,"Delaware",127896.048,"Idaho",65612.496
"16","11-3111","Compensation and Benefits Managers","Colorado",137690,"Mississippi",57850,"North Carolina",135309.24,"Mississippi",66724.19
"17","11-3121","Human Resources Managers","District of Columbia",144080,"Mississippi",71520,"Rhode Island",126710.792,"Hawaii",70071.408
"18","11-3131","Training and Development Managers","New Jersey",124510,"Arkansas",66190,"North Carolina",125516.55,"Idaho",73096.689
"19","11-9021","Construction Managers","New Jersey",124140,"Mississippi",60090,"Rhode Island",114167.376,"Mississippi",69307.806
"20","11-9031","Education Administrators, Preschool and Childcare Center/Program","District of Columbia",60330,"Iowa",36360,"South Dakota",61297.416,"Oregon",37585.821
"21","11-9032","Education Administrators, Elementary and Secondary School","Connecticut",128200,"North Carolina",63720,"Connecticut",117828.62,"North Carolina",69486.66
"22","11-9033","Education Administrators, Postsecondary","Delaware",122630,"Kentucky",65530,"Delaware",120349.082,"Connecticut",70936.138
"23","11-9039","Education Administrators, All Other","Connecticut",104530,"Idaho",38570,"Alabama",104115.99,"Idaho",41296.899
"24","11-9041","Architectural and Engineering Managers","California",155650,"Kentucky",106310,"Texas",156770.688,"Hawaii",93531.288
"25","11-9051","Food Service Managers","Rhode Island",69300,"Idaho",33380,"Rhode Island",70214.76,"Idaho",35739.966
"26","11-9061","Funeral Service Managers","New York",113140,"Mississippi",47640,"Pennsylvania",100445.112,"New Hampshire",47273.338
"27","11-9081","Lodging Managers","Rhode Island",80220,"Montana",31870,"Rhode Island",81278.904,"Montana",33833.192
"28","11-9111","Medical and Health Services Managers","District of Columbia",121620,"Iowa",73940,"South Dakota",109753.512,"Iowa",81881.156
"29","11-9121","Natural Sciences Managers","Delaware",176030,"Indiana",55360,"Delaware",172755.842,"Indiana",60569.376
"30","11-9131","Postmasters and Mail Superintendents","Florida",79640,"Alaska",43520,"Mississippi",86274.32,"Alaska",41174.272
"31","11-9141","Property, Real Estate, and Community Association Managers","New York",89210,"Idaho",29250,"New York",77104.203,"Idaho",31317.975
"32","11-9151","Social and Community Service Managers","District of Columbia",88870,"Mississippi",40930,"Alaska",75706.922,"Mississippi",47208.662
"33","11-9161","Emergency Management Directors","District of Columbia",138870,"Arkansas",37900,"District of Columbia",117581.229,"Indiana",42396.375
"34","11-9199","Managers, All Other","District of Columbia",128790,"Indiana",60050,"North Carolina",121939.71,"Indiana",65700.705
"35","13-0000","Business and Financial Operations Occupations","District of Columbia",89130,"Mississippi",52410,"District of Columbia",75466.371,"Hawaii",51175.074
"36","13-1021","Buyers and Purchasing Agents, Farm Products","Massachusetts",72820,"Rhode Island",32900,"South Dakota",74956.944,"Hawaii",30694.77
"37","13-1022","Wholesale and Retail Buyers, Except Farm Products","New Jersey",66530,"Montana",36990,"Ohio",60536.388,"Hawaii",36294.318
"38","13-1023","Purchasing Agents, Except Wholesale, Retail, and Farm Products","District of Columbia",90830,"Montana",48310,"District of Columbia",76905.761,"Hawaii",51175.074
"39","13-1031","Claims Adjusters, Examiners, and Investigators","District of Columbia",78920,"Montana",40270,"Mississippi",77127.858,"Montana",42750.632
"40","13-1032","Insurance Appraisers, Auto Damage","New Jersey",71960,"New Mexico",46930,"Alabama",79023.82,"New Mexico",49398.518
"41","13-1041","Compliance Officers","District of Columbia",83880,"Oklahoma",46000,"Massachusetts",73267.439,"Oklahoma",51055.4
"42","13-1051","Cost Estimators","Alaska",82790,"South Dakota",49930,"Alaska",78327.619,"Hawaii",52570.68
"43","13-1071","Human Resources Specialists","District of Columbia",90820,"Mississippi",43480,"District of Columbia",76897.294,"Hawaii",49060.26
"44","13-1075","Labor Relations Specialists","Alaska",99800,"Wisconsin",19160,"Alaska",94420.78,"Wisconsin",20514.612
"45","13-1081","Logisticians","District of Columbia",101140,"Iowa",58080,"Alabama",96632.76,"Vermont",59789.931
"46","13-1111","Management Analysts","Washington",95280,"Arkansas",50920,"Virginia",92528.271,"Arkansas",58196.468
"47","13-1121","Meeting, Convention, and Event Planners","District of Columbia",62930,"South Dakota",30630,"Connecticut",55302.247,"South Dakota",34807.932
"48","13-1131","Fundraisers","District of Columbia",68200,"Mississippi",40960,"Minnesota",63473.97,"Oklahoma",45716.781
"49","13-1141","Compensation, Benefits, and Job Analysis Specialists","District of Columbia",76500,"Arkansas",41360,"Rhode Island",69029.316,"Hawaii",40840.74
"50","13-1151","Training and Development Specialists","District of Columbia",75080,"West Virginia",43390,"Rhode Island",73730.564,"Hawaii",47784.522
"51","13-1161","Market Research Analysts and Marketing Specialists","Delaware",73040,"West Virginia",42250,"Delaware",71681.456,"Hawaii",44265.54
"52","13-1199","Business Operations Specialists, All Other","District of Columbia",90830,"Louisiana",49430,"Alabama",86848.75,"Louisiana",54081.363
"53","13-2011","Accountants and Auditors","District of Columbia",87230,"Mississippi",51530,"Rhode Island",75169.308,"Hawaii",47938.638
"54","13-2021","Appraisers and Assessors of Real Estate","District of Columbia",92880,"Arkansas",35800,"District of Columbia",78641.496,"Indiana",39912.768
"55","13-2031","Budget Analysts","District of Columbia",93860,"Kentucky",52080,"Alabama",85436.39,"Vermont",57863.136
"56","13-2041","Credit Analysts","District of Columbia",109340,"Utah",41840,"District of Columbia",92578.178,"Utah",43132.856
"57","13-2051","Financial Analysts","New York",100070,"West Virginia",56050,"Alaska",91535.175,"Hawaii",55019.412
"58","13-2052","Personal Financial Advisors","New York",126570,"West Virginia",43400,"New York",109394.451,"West Virginia",48820.66
"59","13-2053","Insurance Underwriters","New Jersey",82340,"South Carolina",47790,"South Dakota",82434.456,"Hawaii",49685.286
"60","13-2061","Financial Examiners","District of Columbia",155160,"New Mexico",56430,"District of Columbia",131373.972,"Alaska",55091.403
"61","13-2071","Credit Counselors","Colorado",58060,"Utah",28190,"Colorado",56922.024,"Utah",29061.071
"62","13-2072","Loan Officers","District of Columbia",86830,"West Virginia",44150,"Nebraska",76747.214,"Hawaii",46851.264
"63","13-2081","Tax Examiners and Collectors, and Revenue Agents","Connecticut",81620,"West Virginia",34810,"Connecticut",75016.942,"Florida",36529.42
"64","13-2082","Tax Preparers","Vermont",52290,"Arkansas",19700,"North Dakota",54929.154,"Arkansas",22515.13
"65","13-2099","Financial Specialists, All Other","District of Columbia",91650,"Arkansas",42090,"Alabama",82623.06,"New Mexico",47103.85
"66","15-0000","Computer and Mathematical Occupations","Washington",102190,"Montana",56280,"Washington",98449.846,"Montana",59746.848
"67","15-1111","Computer and Information Research Scientists","New Hampshire",137920,"Louisiana",70790,"Oregon",132555.423,"Louisiana",77451.339
"68","15-1121","Computer Systems Analysts","District of Columbia",99350,"West Virginia",61580,"Missouri",97575.478,"Hawaii",61740.582
"69","15-1122","Information Security Analysts","District of Columbia",111490,"Montana",57810,"New Mexico",108365.17,"Montana",61371.096
"70","15-1131","Computer Programmers","Washington",119540,"South Dakota",50060,"Washington",115164.836,"North Dakota",56502.93
"71","15-1132","Software Developers, Applications","California",119740,"Wyoming",62880,"Washington",114018.39,"Wyoming",65363.76
"72","15-1133","Software Developers, Systems Software","California",124150,"North Dakota",63000,"North Carolina",116628.975,"North Dakota",68852.7
"73","15-1134","Web Developers","Washington",81230,"Idaho",38150,"Rhode Island",80052.932,"Idaho",40847.205
"74","15-1141","Database Administrators","New Jersey",105640,"Wyoming",56340,"Colorado",94892.916,"Hawaii",58367.154
"75","15-1142","Network and Computer Systems Administrators","Maryland",95360,"West Virginia",57430,"Virginia",87771.735,"Hawaii",61072.746
"76","15-1143","Computer Network Architects","California",126410,"Montana",62840,"Georgia",118059.07,"Vermont",65866.746
"77","15-1151","Computer User Support Specialists","District of Columbia",60470,"South Dakota",36760,"Massachusetts",55013.604,"Hawaii",40181.466
"78","15-1152","Computer Network Support Specialists","District of Columbia",86470,"Louisiana",40880,"Massachusetts",73528.875,"Louisiana",44726.808
"79","15-1199","Computer Occupations, All Other","District of Columbia",115030,"Wisconsin",64090,"Alabama",98614.62,"Nevada",65831.52
"80","15-2011","Actuaries","Kansas",149760,"Utah",50910,"Kansas",165110.4,"Utah",52483.119
"81","15-2031","Operations Research Analysts","District of Columbia",110640,"Louisiana",46820,"Alabama",106223.14,"Hawaii",50618.544
"82","15-2041","Statisticians","New Jersey",107940,"Montana",43850,"North Carolina",104720.715,"Montana",46551.16
"83","17-0000","Architecture and Engineering Occupations","District of Columbia",99920,"South Dakota",60580,"Alabama",92828.5,"Vermont",63011.137
"84","17-1011","Architects, Except Landscape and Naval","Alaska",88090,"Kentucky",57720,"Georgia",89720.98,"Idaho",62336.154
"85","17-1012","Landscape Architects","District of Columbia",89300,"Louisiana",38020,"Tennessee",89375.332,"Louisiana",41597.682
"86","17-1021","Cartographers and Photogrammetrists","Nevada",79930,"New Hampshire",46210,"Nevada",81808.355,"New Hampshire",43927.226
"87","17-1022","Surveyors","District of Columbia",87570,"South Carolina",38270,"Alaska",80815.862,"South Carolina",42288.35
"88","17-2011","Aerospace Engineers","District of Columbia",132350,"Indiana",75600,"Alabama",125597.53,"Oregon",82434.261
"89","17-2031","Biomedical Engineers","New Mexico",99960,"Idaho",56510,"New Mexico",105217.896,"District of Columbia",59133.528
"90","17-2041","Chemical Engineers","Delaware",120310,"Florida",74640,"New Mexico",122270.016,"Florida",75319.224
"91","17-2051","Civil Engineers","Alaska",103640,"South Dakota",67840,"Alaska",98053.804,"Hawaii",67126.08
"92","17-2061","Computer Hardware Engineers","California",129990,"Arkansas",69880,"Alabama",124515.48,"Hawaii",60601.836
"93","17-2071","Electrical Engineers","California",114150,"Montana",74040,"Alaska",106871.456,"Hawaii",73479.084
"94","17-2072","Electronics Engineers, Except Computer","Rhode Island",118600,"North Dakota",67840,"Rhode Island",120165.52,"North Dakota",74142.336
"95","17-2081","Environmental Engineers","Alaska",107400,"Florida",62200,"New Mexico",110375.636,"Florida",62766.02
"96","17-2111","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","Alaska",130250,"Montana",39690,"Alaska",123229.525,"Montana",42134.904
"97","17-2112","Industrial Engineers","Alaska",113850,"Florida",69630,"Alaska",107713.485,"Hawaii",66783.6
"98","17-2131","Materials Engineers","District of Columbia",112930,"Montana",53140,"Alabama",117328.39,"Montana",56413.424
"99","17-2141","Mechanical Engineers","Alaska",123610,"Arkansas",68480,"Alaska",116947.421,"Hawaii",68958.348
"100","17-2151","Mining and Geological Engineers, Including Mining Safety Engineers","Texas",156890,"Virginia",61450,"Texas",162412.528,"Virginia",59895.315
"101","17-2161","Nuclear Engineers","New Mexico",159380,"Virginia",87790,"New Mexico",167763.388,"Virginia",85568.913
"102","17-2171","Petroleum Engineers","Texas",146140,"New Mexico",81830,"Texas",151284.128,"New Mexico",86134.258
"103","17-2199","Engineers, All Other","District of Columbia",132360,"Arkansas",60390,"Alabama",128934.8,"Arkansas",69019.731
"104","17-3011","Architectural and Civil Drafters","Alaska",61650,"South Dakota",37970,"Alaska",58327.065,"District of Columbia",41200.422
"105","17-3012","Electrical and Electronics Drafters","Washington",80860,"Nebraska",47170,"Washington",77900.524,"Florida",48234.98
"106","17-3013","Mechanical Drafters","Washington",73460,"Nevada",40330,"Washington",70771.364,"Nevada",41277.755
"107","17-3019","Drafters, All Other","Montana",59220,"Oklahoma",34960,"Montana",62867.952,"Oklahoma",38802.104
"108","17-3021","Aerospace Engineering and Operations Technicians","Mississippi",84220,"Pennsylvania",47690,"Mississippi",97139.348,"Pennsylvania",48562.727
"109","17-3022","Civil Engineering Technicians","District of Columbia",69950,"Mississippi",34590,"Alaska",65564.73,"Virginia",37925.577
"110","17-3023","Electrical and Electronics Engineering Technicians","Alaska",83150,"South Dakota",47150,"Alaska",78668.215,"Florida",50656.82
"111","17-3024","Electro-Mechanical Technicians","Washington",87570,"South Carolina",37750,"Washington",84364.938,"Florida",38416.437
"112","17-3025","Environmental Engineering Technicians","Maryland",66690,"Oklahoma",29250,"Ohio",64332.51,"Oklahoma",32464.575
"113","17-3026","Industrial Engineering Technicians","Alaska",85380,"South Dakota",41090,"Alaska",80778.018,"South Dakota",46694.676
"114","17-3027","Mechanical Engineering Technicians","Delaware",68540,"West Virginia",37550,"New Mexico",72029.418,"Wyoming",40530.105
"115","17-3029","Engineering Technicians, Except Drafters, All Other","District of Columbia",89120,"Kentucky",38250,"Rhode Island",79293.032,"Kentucky",43123.05
"116","17-3031","Surveying and Mapping Technicians","California",62050,"West Virginia",30220,"Nevada",58687.49,"West Virginia",33994.478
"117","19-0000","Life, Physical, and Social Science Occupations","District of Columbia",93870,"West Virginia",45830,"District of Columbia",79479.729,"Montana",51392.056
"118","19-1013","Soil and Plant Scientists","New Hampshire",86080,"Oklahoma",43830,"Mississippi",87831.41,"Delaware",47215.154
"119","19-1021","Biochemists and Biophysicists","Connecticut",111860,"Idaho",38340,"Ohio",104320.568,"Idaho",41050.638
"120","19-1022","Microbiologists","District of Columbia",114470,"West Virginia",35400,"District of Columbia",96921.749,"West Virginia",39821.46
"121","19-1023","Zoologists and Wildlife Biologists","Connecticut",91550,"West Virginia",43170,"Connecticut",84143.605,"West Virginia",48561.933
"122","19-1029","Biological Scientists, All Other","District of Columbia",93080,"Kentucky",58560,"Rhode Island",85676.192,"Massachusetts",55891.282
"123","19-1031","Conservation Scientists","Alaska",86900,"Arkansas",30530,"Alabama",84491.02,"Arkansas",34892.737
"124","19-1032","Foresters","Connecticut",79780,"West Virginia",38380,"Louisiana",77276.283,"New Mexico",42314.52
"125","19-1041","Epidemiologists","North Carolina",98850,"West Virginia",49910,"North Carolina",107795.925,"Arizona",51896.119
"126","19-1042","Medical Scientists, Except Epidemiologists","Connecticut",112210,"Mississippi",44290,"Connecticut",103132.211,"Mississippi",51084.086
"127","19-1099","Life Scientists, All Other","Alabama",100010,"Colorado",46320,"Alabama",113911.39,"Colorado",45412.128
"128","19-2012","Physicists","Oklahoma",153000,"Indiana",72150,"Oklahoma",169814.7,"New Hampshire",68908.994
"129","19-2021","Atmospheric and Space Scientists","Maryland",108950,"Minnesota",48420,"Missouri",114007.712,"Minnesota",49611.132
"130","19-2031","Chemists","District of Columbia",118070,"South Dakota",50900,"District of Columbia",99969.869,"Hawaii",51954.216
"131","19-2032","Materials Scientists","Minnesota",112640,"Oklahoma",57970,"Louisiana",122615.787,"Oklahoma",64340.903
"132","19-2041","Environmental Scientists and Specialists, Including Health","District of Columbia",107330,"Missouri",42860,"District of Columbia",90876.311,"Missouri",47943.196
"133","19-2042","Geoscientists, Except Hydrologists and Geographers","Texas",122610,"Indiana",55710,"Texas",126925.872,"Indiana",60952.311
"134","19-2099","Physical Scientists, All Other","District of Columbia",132070,"Nebraska",54640,"Tennessee",120283.1,"Nebraska",60311.632
"135","19-3031","Clinical, Counseling, and School Psychologists","California",87030,"Oklahoma",46800,"North Dakota",84809.04,"Oklahoma",51943.32
"136","19-3039","Psychologists, All Other","California",105370,"North Dakota",83450,"Iowa",110917.184,"District of Columbia",82028.296
"137","19-3051","Urban and Regional Planners","District of Columbia",93850,"Arkansas",45530,"Nevada",85994.47,"Arkansas",52036.237
"138","19-3091","Anthropologists and Archeologists","District of Columbia",90830,"North Dakota",35250,"Pennsylvania",83826.456,"North Dakota",38524.725
"139","19-3093","Historians","District of Columbia",99910,"New York",29240,"District of Columbia",84593.797,"New York",25272.132
"140","19-3099","Social Scientists and Related Workers, All Other","Virginia",102940,"Utah",25100,"Virginia",100335.618,"Utah",25875.59
"141","19-4011","Agricultural and Food Science Technicians","New York",48080,"South Dakota",27780,"Alabama",51562.53,"South Dakota",31569.192
"142","19-4021","Biological Technicians","Connecticut",50350,"Kentucky",24780,"Georgia",51980.34,"Hawaii",27415.524
"143","19-4031","Chemical Technicians","North Dakota",80220,"South Dakota",34390,"North Dakota",87672.438,"New Hampshire",37510.676
"144","19-4041","Geological and Petroleum Technicians","Alaska",68510,"Florida",33470,"North Dakota",71115.003,"Florida",33774.577
"145","19-4051","Nuclear Technicians","New York",92490,"Louisiana",68140,"North Carolina",94928.025,"New Jersey",59653.22
"146","19-4091","Environmental Science and Protection Technicians, Including Health","District of Columbia",78580,"South Dakota",27500,"South Carolina",74930.05,"South Dakota",31251
"147","19-4092","Forensic Science Technicians","California",77200,"Arkansas",38910,"Nevada",74961.14,"Maine",41432.877
"148","19-4093","Forest and Conservation Technicians","Massachusetts",49550,"Utah",28550,"Kansas",52346.7,"Utah",29432.195
"149","19-4099","Life, Physical, and Social Science Technicians, All Other","New Mexico",70280,"Michigan",29870,"New Mexico",73976.728,"Michigan",31742.849
"150","21-0000","Community and Social Service Occupations","District of Columbia",51620,"West Virginia",33080,"North Dakota",49716.021,"Montana",37007.376
"151","21-1011","Substance Abuse and Behavioral Disorder Counselors","North Dakota",51200,"Mississippi",27860,"North Dakota",55956.48,"Mississippi",32133.724
"152","21-1012","Educational, Guidance, School, and Vocational Counselors","Alaska",70010,"Idaho",37820,"Alaska",66236.461,"Idaho",40493.874
"153","21-1013","Marriage and Family Therapists","New Jersey",74720,"South Carolina",30310,"New Jersey",65260.448,"South Carolina",33492.55
"154","21-1014","Mental Health Counselors","Alaska",60150,"Rhode Island",29660,"Alaska",56907.915,"Rhode Island",30051.512
"155","21-1015","Rehabilitation Counselors","Alaska",55200,"Tennessee",18750,"Alaska",52224.72,"Tennessee",20786.25
"156","21-1019","Counselors, All Other","Texas",60270,"New Mexico",22320,"Texas",62391.504,"New Mexico",23494.032
"157","21-1021","Child, Family, and School Social Workers","Connecticut",67970,"Mississippi",32100,"Rhode Island",63152.756,"Delaware",35644.448
"158","21-1022","Healthcare Social Workers","California",67670,"South Dakota",38090,"Oregon",64161.552,"Arizona",41388.27
"159","21-1023","Mental Health and Substance Abuse Social Workers","New Jersey",63050,"West Virginia",24160,"Wyoming",59792.04,"West Virginia",27177.584
"160","21-1029","Social Workers, All Other","District of Columbia",74810,"Montana",34630,"West Virginia",81240.278,"Montana",36763.208
"161","21-1091","Health Educators","Maryland",93860,"Mississippi",33650,"Maryland",85093.476,"Mississippi",38811.91
"162","21-1092","Probation Officers and Correctional Treatment Specialists","California",84370,"Mississippi",28940,"Iowa",76598.858,"Mississippi",33379.396
"163","21-1093","Social and Human Service Assistants","Connecticut",37670,"South Dakota",22990,"North Dakota",35923.623,"South Carolina",26033.8
"164","21-1094","Community Health Workers","District of Columbia",61150,"West Virginia",22850,"District of Columbia",51775.705,"Idaho",24668.928
"165","21-1099","Community and Social Service Specialists, All Other","New Jersey",56680,"Arkansas",26170,"Michigan",57428.308,"Arkansas",29909.693
"166","21-2011","Clergy","District of Columbia",62560,"Montana",35430,"North Dakota",56819.871,"New York",36404.316
"167","21-2021","Directors, Religious Activities and Education","North Carolina",79620,"Montana",26960,"North Carolina",86825.61,"Montana",28620.736
"168","21-2099","Religious Workers, All Other","District of Columbia",70850,"Mississippi",18210,"District of Columbia",59988.695,"Alaska",18817.929
"169","23-0000","Legal Occupations","District of Columbia",147290,"South Carolina",52980,"District of Columbia",124710.443,"Montana",57814.736
"170","23-1011","Lawyers","District of Columbia",158690,"Montana",71670,"District of Columbia",134362.823,"Montana",76084.872
"171","23-1021","Administrative Law Judges, Adjudicators, and Hearing Officers","Alabama",148850,"Arkansas",19390,"Alabama",169540.15,"Arkansas",22160.831
"172","23-1022","Arbitrators, Mediators, and Conciliators","New Jersey",103370,"Oklahoma",17910,"New Jersey",90283.358,"Oklahoma",19878.309
"173","23-1023","Judges, Magistrate Judges, and Magistrates","Connecticut",181610,"New Mexico",22940,"Nevada",170044.29,"New Mexico",24146.644
"174","23-2011","Paralegals and Legal Assistants","District of Columbia",75120,"Arkansas",36180,"District of Columbia",63604.104,"Hawaii",38177.958
"175","23-2091","Court Reporters","New York",97010,"Utah",17950,"Iowa",84217.77,"Utah",18504.655
"176","23-2093","Title Examiners, Abstractors, and Searchers","District of Columbia",72360,"Iowa",31160,"District of Columbia",61267.212,"New Jersey",33145.53
"177","23-2099","Legal Support Workers, All Other","Virginia",97260,"New Mexico",33570,"Virginia",94799.322,"New Mexico",35335.782
"178","25-0000","Education, Training, and Library Occupations","District of Columbia",62620,"Idaho",34830,"Rhode Island",59322.86,"Idaho",37292.481
"179","25-1011","Business Teachers, Postsecondary","Massachusetts",114220,"Idaho",51690,"Massachusetts",106647.214,"Washington",54663.316
"180","25-1021","Computer Science Teachers, Postsecondary","California",91390,"West Virginia",47740,"Alabama",91290.85,"Vermont",49424.762
"181","25-1022","Mathematical Science Teachers, Postsecondary","California",88430,"Colorado",45100,"Alaska",80749.635,"Colorado",44216.04
"182","25-1031","Architecture Teachers, Postsecondary","Alabama",97130,"Montana",52440,"Alabama",110631.07,"Montana",55670.304
"183","25-1032","Engineering Teachers, Postsecondary","Alabama",121950,"Kansas",63020,"Alabama",138901.05,"Kansas",69479.55
"184","25-1041","Agricultural Sciences Teachers, Postsecondary","Pennsylvania",100680,"Virginia",43770,"Alabama",113603.86,"Virginia",42662.619
"185","25-1042","Biological Science Teachers, Postsecondary","Hawaii",115670,"Vermont",43830,"North Dakota",109246.284,"Vermont",43308.423
"186","25-1051","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Indiana",110630,"Vermont",59420,"Indiana",121040.283,"Vermont",58712.902
"187","25-1052","Chemistry Teachers, Postsecondary","California",107250,"Idaho",53970,"North Dakota",103016.754,"Washington",54374.296
"188","25-1053","Environmental Science Teachers, Postsecondary","Michigan",109420,"Vermont",54850,"Michigan",116280.634,"Vermont",54197.285
"189","25-1054","Physics Teachers, Postsecondary","New Hampshire",116830,"Kansas",59970,"New Hampshire",111058.598,"Washington",60318.474
"190","25-1063","Economics Teachers, Postsecondary","New Hampshire",113450,"Vermont",51320,"Indiana",119147.49,"Vermont",50709.292
"191","25-1064","Geography Teachers, Postsecondary","Florida",101170,"Washington",53720,"Florida",102090.647,"Washington",51753.848
"192","25-1065","Political Science Teachers, Postsecondary","Massachusetts",106810,"Kansas",48650,"Massachusetts",99728.497,"Kansas",53636.625
"193","25-1066","Psychology Teachers, Postsecondary","New Mexico",82790,"Montana",19150,"New Mexico",87144.754,"Montana",20329.64
"194","25-1067","Sociology Teachers, Postsecondary","Rhode Island",138870,"Arkansas",48720,"Rhode Island",140703.084,"Tennessee",54121.852
"195","25-1072","Nursing Instructors and Teachers, Postsecondary","New Jersey",87720,"Kansas",49770,"Oregon",86696.883,"Kansas",54871.425
"196","25-1081","Education Teachers, Postsecondary","Alaska",79440,"Kansas",45410,"North Dakota",85235.271,"District of Columbia",48228.032
"197","25-1082","Library Science Teachers, Postsecondary","California",100040,"Wisconsin",50510,"Florida",95026.947,"Massachusetts",51642.947
"198","25-1111","Criminal Justice and Law Enforcement Teachers, Postsecondary","Rhode Island",96770,"Kansas",39320,"Rhode Island",98047.364,"Kansas",43350.3
"199","25-1112","Law Teachers, Postsecondary","Maryland",145380,"Alabama",42720,"Iowa",159587.414,"Alabama",48658.08
"200","25-1113","Social Work Teachers, Postsecondary","California",83390,"Nebraska",48690,"North Dakota",88819.983,"New York",50639.337
"201","25-1121","Art, Drama, and Music Teachers, Postsecondary","Massachusetts",85550,"Nevada",42180,"Massachusetts",79878.035,"Nevada",43171.23
"202","25-1122","Communications Teachers, Postsecondary","California",83320,"Colorado",47600,"Illinois",77523.51,"Colorado",46667.04
"203","25-1123","English Language and Literature Teachers, Postsecondary","Alaska",88530,"Tennessee",39840,"Alaska",83758.233,"Colorado",43745.448
"204","25-1124","Foreign Language and Literature Teachers, Postsecondary","California",76480,"Idaho",46820,"Maine",78540.174,"Colorado",46637.628
"205","25-1125","History Teachers, Postsecondary","California",88350,"Kansas",47410,"Michigan",90212.603,"Kansas",52269.525
"206","25-1126","Philosophy and Religion Teachers, Postsecondary","Massachusetts",86220,"Colorado",41210,"Louisiana",92889.09,"Colorado",40402.284
"207","25-1191","Graduate Teaching Assistants","Nebraska",44440,"Alabama",17960,"West Virginia",49945.56,"Connecticut",18400.382
"208","25-1192","Home Economics Teachers, Postsecondary","Alabama",82050,"Wisconsin",39530,"Alabama",93454.95,"Wisconsin",42324.771
"209","25-1193","Recreation and Fitness Studies Teachers, Postsecondary","California",84080,"Tennessee",31480,"California",74805.976,"Tennessee",34898.728
"210","25-1194","Vocational Education Teachers, Postsecondary","Alaska",67010,"Montana",37030,"Wisconsin",71190.843,"Wyoming",39241.125
"211","25-1199","Postsecondary Teachers, All Other","Rhode Island",89200,"Idaho",19680,"Rhode Island",90377.44,"Idaho",21071.376
"212","25-2011","Preschool Teachers, Except Special Education","Louisiana",39970,"Idaho",21930,"Louisiana",43731.177,"Idaho",23480.451
"213","25-2012","Kindergarten Teachers, Except Special Education","Connecticut",71050,"South Dakota",38560,"Rhode Island",70792.284,"Hawaii",37972.47
"214","25-2021","Elementary School Teachers, Except Special Education","Connecticut",75930,"Oklahoma",39270,"Rhode Island",72160.104,"Arizona",40765.89
"215","25-2022","Middle School Teachers, Except Special and Career/Technical Education","Alaska",81690,"Mississippi",40170,"Alaska",77286.909,"Arizona",42736.76
"216","25-2023","Career/Technical Education Teachers, Middle School","Alaska",85550,"Arizona",42890,"Alaska",80938.855,"Arizona",44489.797
"217","25-2031","Secondary School Teachers, Except Special and Career/Technical Education","Alaska",78890,"Oklahoma",41280,"Alaska",74637.829,"Idaho",44819.502
"218","25-2032","Career/Technical Education Teachers, Secondary School","Rhode Island",79120,"Maine",38300,"Rhode Island",80164.384,"Maine",39445.17
"219","25-2051","Special Education Teachers, Preschool","Illinois",78530,"Arkansas",31410,"Illinois",77980.29,"Maine",33451.152
"220","25-2052","Special Education Teachers, Kindergarten and Elementary School","Connecticut",78960,"Utah",36680,"Connecticut",72572.136,"Utah",37813.412
"221","25-2053","Special Education Teachers, Middle School","New York",74560,"Utah",38330,"Rhode Island",72028.388,"Utah",39514.397
"222","25-2054","Special Education Teachers, Secondary School","Connecticut",76930,"Utah",38690,"Rhode Island",72575.516,"Utah",39885.521
"223","25-2059","Special Education Teachers, All Other","Virginia",76160,"Montana",30010,"Virginia",74233.152,"Montana",31858.616
